CUSIP,Company_Name,YEAR,FQTR,EPS,Price
63AIC6QZJ,"Smith, Terrell and Chapman",2015.0,1.0,1.71,19.65
63AIC6QZJ,"Smith, Terrell and Chapman",2015.0,2.0,1.72,20.99
63AIC6QZJ,"Smith, Terrell and Chapman",2015.0,3.0,1.69,20.12
63AIC6QZJ,"Smith, Terrell and Chapman",2015.0,4.0,1.86,22.6399
63AIC6QZJ,"Smith, Terrell and Chapman",2016.0,1.0,1.87,22.8999
63AIC6QZJ,"Smith, Terrell and Chapman",2016.0,2.0,1.88,23.95
63AIC6QZJ,"Smith, Terrell and Chapman",2016.0,3.0,2.0,24.48
63AIC6QZJ,"Smith, Terrell and Chapman",2016.0,4.0,2.09,28.0
F3247GCX,White Group,2015.0,1.0,0.4421,13.17
F3247GCX,White Group,2015.0,2.0,0.45,13.41
F3247GCX,White Group,2015.0,3.0,0.44,13.67
F3247GCX,White Group,2015.0,4.0,0.46,14.1
F3247GCX,White Group,2016.0,1.0,0.49,13.92
F3247GCX,White Group,2016.0,2.0,0.5,14.78
F3247GCX,White Group,2016.0,3.0,0.57,15.57
F3247GCX,White Group,2016.0,4.0,0.65,18.9
JD1T15C,"Andrews, Murphy and Anderson",2015.0,1.0,,
JD1T15C,"Andrews, Murphy and Anderson",2015.0,2.0,,
JD1T15C,"Andrews, Murphy and Anderson",2015.0,3.0,,
JD1T15C,"Andrews, Murphy and Anderson",2015.0,4.0,,
JD1T15C,"Andrews, Murphy and Anderson",2016.0,1.0,,
JD1T15C,"Andrews, Murphy and Anderson",2016.0,2.0,,
JD1T15C,"Andrews, Murphy and Anderson",2016.0,3.0,,
JD1T15C,"Andrews, Murphy and Anderson",2016.0,4.0,,
DCGVZNZT,Gutierrez and Sons,2015.0,1.0,,
DCGVZNZT,Gutierrez and Sons,2015.0,2.0,,
DCGVZNZT,Gutierrez and Sons,2015.0,3.0,,
DCGVZNZT,Gutierrez and Sons,2015.0,4.0,,
DCGVZNZT,Gutierrez and Sons,2016.0,1.0,,
DCGVZNZT,Gutierrez and Sons,2016.0,2.0,,
DCGVZNZT,Gutierrez and Sons,2016.0,3.0,,
DCGVZNZT,Gutierrez and Sons,2016.0,4.0,,
AMI3V9R2,"Saunders, Snyder and Anderson",2015.0,1.0,0.52,9.56
AMI3V9R2,"Saunders, Snyder and Anderson",2015.0,2.0,0.83,9.46
AMI3V9R2,"Saunders, Snyder and Anderson",2015.0,3.0,0.9,12.41
AMI3V9R2,"Saunders, Snyder and Anderson",2015.0,4.0,0.96,12.43
AMI3V9R2,"Saunders, Snyder and Anderson",2016.0,1.0,0.98,13.44
L0LT5U8QU,"Stein, Brown and Kim",2015.0,1.0,2.06,26.99
L0LT5U8QU,"Stein, Brown and Kim",2015.0,2.0,1.87,29.4
L0LT5U8QU,"Stein, Brown and Kim",2015.0,3.0,1.79,29.4
L0LT5U8QU,"Stein, Brown and Kim",2015.0,4.0,1.56,29.5
L0LT5U8QU,"Stein, Brown and Kim",2016.0,1.0,1.14,25.157
L0LT5U8QU,"Stein, Brown and Kim",2016.0,2.0,1.15,36.25
3QAWT8M,Adams and Sons,2015.0,1.0,,
3QAWT8M,Adams and Sons,2015.0,2.0,,
3QAWT8M,Adams and Sons,2015.0,3.0,,
3QAWT8M,Adams and Sons,2015.0,4.0,,
3QAWT8M,Adams and Sons,2016.0,1.0,,35.07
3QAWT8M,Adams and Sons,2016.0,2.0,,35.2
3QAWT8M,Adams and Sons,2016.0,3.0,,
3QAWT8M,Adams and Sons,2016.0,4.0,,
4GS5UTBC4,Nguyen-Carpenter,2015.0,1.0,,
4GS5UTBC4,Nguyen-Carpenter,2015.0,2.0,,
4GS5UTBC4,Nguyen-Carpenter,2015.0,3.0,,
4GS5UTBC4,Nguyen-Carpenter,2015.0,4.0,,
4GS5UTBC4,Nguyen-Carpenter,2016.0,1.0,,
4GS5UTBC4,Nguyen-Carpenter,2016.0,2.0,,
4GS5UTBC4,Nguyen-Carpenter,2016.0,3.0,,
4GS5UTBC4,Nguyen-Carpenter,2016.0,4.0,,
0DUWIZHS9,"Adams, Cole and Sutton",2015.0,1.0,,
0DUWIZHS9,"Adams, Cole and Sutton",2015.0,2.0,,
0DUWIZHS9,"Adams, Cole and Sutton",2015.0,3.0,,
0DUWIZHS9,"Adams, Cole and Sutton",2015.0,4.0,,
0DUWIZHS9,"Adams, Cole and Sutton",2016.0,1.0,,
0DUWIZHS9,"Adams, Cole and Sutton",2016.0,2.0,,
0DUWIZHS9,"Adams, Cole and Sutton",2016.0,3.0,,
0DUWIZHS9,"Adams, Cole and Sutton",2016.0,4.0,,
QYH9JU6V,Clarke Inc,2015.0,1.0,,
QYH9JU6V,Clarke Inc,2015.0,2.0,,
QYH9JU6V,Clarke Inc,2015.0,3.0,,
QYH9JU6V,Clarke Inc,2015.0,4.0,,
QYH9JU6V,Clarke Inc,2016.0,1.0,,
QYH9JU6V,Clarke Inc,2016.0,2.0,,
QYH9JU6V,Clarke Inc,2016.0,3.0,,
QYH9JU6V,Clarke Inc,2016.0,4.0,,
W3140SV,"Dennis, Norton and Stewart",2015.0,1.0,8.94,262.2
W3140SV,"Dennis, Norton and Stewart",2015.0,2.0,2.2325,65.41
W3140SV,"Dennis, Norton and Stewart",2015.0,3.0,2.39,67.15
W3140SV,"Dennis, Norton and Stewart",2015.0,4.0,2.58,69.66
W3140SV,"Dennis, Norton and Stewart",2016.0,1.0,2.74,77.55
W3140SV,"Dennis, Norton and Stewart",2016.0,2.0,2.82,76.48
W3140SV,"Dennis, Norton and Stewart",2016.0,3.0,2.31,74.17
W3140SV,"Dennis, Norton and Stewart",2016.0,4.0,2.48,82.7
I2Y54YKB,Craig Ltd,2015.0,1.0,,
I2Y54YKB,Craig Ltd,2015.0,2.0,,
I2Y54YKB,Craig Ltd,2015.0,3.0,,
I2Y54YKB,Craig Ltd,2015.0,4.0,,
I2Y54YKB,Craig Ltd,2016.0,1.0,,
I2Y54YKB,Craig Ltd,2016.0,2.0,,
I2Y54YKB,Craig Ltd,2016.0,3.0,,
I2Y54YKB,Craig Ltd,2016.0,4.0,,
YOYQF87,Mckee Inc,2015.0,1.0,,
YOYQF87,Mckee Inc,2015.0,2.0,,56.32
3VCBPMI8,Faulkner-Mccarthy,2015.0,1.0,,94.47
3VCBPMI8,Faulkner-Mccarthy,2015.0,2.0,,92.29
3VCBPMI8,Faulkner-Mccarthy,2015.0,3.0,,72.51
3VCBPMI8,Faulkner-Mccarthy,2015.0,4.0,,83.01
3VCBPMI8,Faulkner-Mccarthy,2016.0,1.0,,94.1301
3VCBPMI8,Faulkner-Mccarthy,2016.0,2.0,,107.0016
3VCBPMI8,Faulkner-Mccarthy,2016.0,3.0,,104.9958
3VCBPMI8,Faulkner-Mccarthy,2016.0,4.0,,120.18
6KF2EFJU3,Bradley Ltd,2015.0,1.0,,
6KF2EFJU3,Bradley Ltd,2015.0,2.0,,
6KF2EFJU3,Bradley Ltd,2015.0,3.0,,
6KF2EFJU3,Bradley Ltd,2015.0,4.0,,
6KF2EFJU3,Bradley Ltd,2016.0,1.0,,
6KF2EFJU3,Bradley Ltd,2016.0,2.0,,
6KF2EFJU3,Bradley Ltd,2016.0,3.0,,
6KF2EFJU3,Bradley Ltd,2016.0,4.0,,
L83O2EFGN,Horne-Chapman,2015.0,1.0,,
L83O2EFGN,Horne-Chapman,2015.0,2.0,,
L83O2EFGN,Horne-Chapman,2015.0,3.0,,
L83O2EFGN,Horne-Chapman,2015.0,4.0,,
L83O2EFGN,Horne-Chapman,2016.0,1.0,,
L83O2EFGN,Horne-Chapman,2016.0,2.0,,
L83O2EFGN,Horne-Chapman,2016.0,3.0,,
L83O2EFGN,Horne-Chapman,2016.0,4.0,,
RXD7QSEYV,Wolf Ltd,2015.0,1.0,,
RXD7QSEYV,Wolf Ltd,2015.0,2.0,,
RXD7QSEYV,Wolf Ltd,2015.0,3.0,,
RXD7QSEYV,Wolf Ltd,2015.0,4.0,,
RXD7QSEYV,Wolf Ltd,2016.0,1.0,,
RXD7QSEYV,Wolf Ltd,2016.0,2.0,,
RXD7QSEYV,Wolf Ltd,2016.0,3.0,,
RXD7QSEYV,Wolf Ltd,2016.0,4.0,,
ZGJOK521,Doyle-Bryant,2015.0,1.0,,
ZGJOK521,Doyle-Bryant,2015.0,2.0,,
ZGJOK521,Doyle-Bryant,2015.0,3.0,,
ZGJOK521,Doyle-Bryant,2015.0,4.0,,
ZGJOK521,Doyle-Bryant,2016.0,1.0,,
ZGJOK521,Doyle-Bryant,2016.0,2.0,,
ZGJOK521,Doyle-Bryant,2016.0,3.0,,
ZGJOK521,Doyle-Bryant,2016.0,4.0,,
DRKY2VV46,"Bryant, Palmer and Mullins",2015.0,1.0,,
DRKY2VV46,"Bryant, Palmer and Mullins",2015.0,2.0,,
DRKY2VV46,"Bryant, Palmer and Mullins",2015.0,3.0,,
DRKY2VV46,"Bryant, Palmer and Mullins",2015.0,4.0,,
DRKY2VV46,"Bryant, Palmer and Mullins",2016.0,1.0,,
DRKY2VV46,"Bryant, Palmer and Mullins",2016.0,2.0,,
DRKY2VV46,"Bryant, Palmer and Mullins",2016.0,3.0,,
DRKY2VV46,"Bryant, Palmer and Mullins",2016.0,4.0,,
WHNPAM71B,Fields LLC,2015.0,1.0,,
WHNPAM71B,Fields LLC,2015.0,2.0,,
WHNPAM71B,Fields LLC,2015.0,3.0,,
WHNPAM71B,Fields LLC,2015.0,4.0,,
WHNPAM71B,Fields LLC,2016.0,1.0,,
WHNPAM71B,Fields LLC,2016.0,2.0,,
WHNPAM71B,Fields LLC,2016.0,3.0,,
WHNPAM71B,Fields LLC,2016.0,4.0,,
GPJRGTM8N,Vargas-Smith,2015.0,1.0,-1.05,21.33
GPJRGTM8N,Vargas-Smith,2015.0,2.0,0.3,18.37
GPJRGTM8N,Vargas-Smith,2015.0,3.0,-2.06,18.7
GPJRGTM8N,Vargas-Smith,2015.0,4.0,0.54,17.34
GPJRGTM8N,Vargas-Smith,2016.0,1.0,-1.04,18.63
GPJRGTM8N,Vargas-Smith,2016.0,2.0,-2.91,19.82
GPJRGTM8N,Vargas-Smith,2016.0,3.0,0.44,19.54
GPJRGTM8N,Vargas-Smith,2016.0,4.0,1.79,18.13
NME3MTA,Hensley-Coleman,2015.0,1.0,,
NME3MTA,Hensley-Coleman,2015.0,2.0,,
NME3MTA,Hensley-Coleman,2015.0,3.0,,
NME3MTA,Hensley-Coleman,2015.0,4.0,,
NME3MTA,Hensley-Coleman,2016.0,1.0,,
NME3MTA,Hensley-Coleman,2016.0,2.0,,
NME3MTA,Hensley-Coleman,2016.0,3.0,,
NME3MTA,Hensley-Coleman,2016.0,4.0,,
1IZBF5MV,"Montgomery, Williams and Parker",2015.0,1.0,,
1IZBF5MV,"Montgomery, Williams and Parker",2015.0,2.0,,
1IZBF5MV,"Montgomery, Williams and Parker",2015.0,3.0,,
1IZBF5MV,"Montgomery, Williams and Parker",2015.0,4.0,,
1IZBF5MV,"Montgomery, Williams and Parker",2016.0,1.0,,
1IZBF5MV,"Montgomery, Williams and Parker",2016.0,2.0,,
1IZBF5MV,"Montgomery, Williams and Parker",2016.0,3.0,,
1IZBF5MV,"Montgomery, Williams and Parker",2016.0,4.0,,
OXZV9Z820,"Wu, Martin and Frank",2015.0,1.0,,
OXZV9Z820,"Wu, Martin and Frank",2015.0,2.0,,
OXZV9Z820,"Wu, Martin and Frank",2015.0,3.0,,
OXZV9Z820,"Wu, Martin and Frank",2015.0,4.0,,
OXZV9Z820,"Wu, Martin and Frank",2016.0,1.0,,
OXZV9Z820,"Wu, Martin and Frank",2016.0,2.0,,
OXZV9Z820,"Wu, Martin and Frank",2016.0,3.0,,
OXZV9Z820,"Wu, Martin and Frank",2016.0,4.0,,
DMLN2MS,Powers-Stanley,2015.0,1.0,6.13,45.87
DMLN2MS,Powers-Stanley,2015.0,2.0,6.67,44.21
DMLN2MS,Powers-Stanley,2015.0,3.0,6.14,38.77
DMLN2MS,Powers-Stanley,2015.0,4.0,5.9,34.85
DMLN2MS,Powers-Stanley,2016.0,1.0,4.29,33.3
DMLN2MS,Powers-Stanley,2016.0,2.0,3.07,27.28
DMLN2MS,Powers-Stanley,2016.0,3.0,3.46,30.36
DMLN2MS,Powers-Stanley,2016.0,4.0,2.92,39.48
U7RGEJ8Z,Martin-Duffy,2015.0,1.0,,45.34
U7RGEJ8Z,Martin-Duffy,2015.0,2.0,,41.62
U7RGEJ8Z,Martin-Duffy,2015.0,3.0,,41.09
U7RGEJ8Z,Martin-Duffy,2015.0,4.0,,42.5288
U7RGEJ8Z,Martin-Duffy,2016.0,1.0,,43.92
U7RGEJ8Z,Martin-Duffy,2016.0,2.0,,44.79
U7RGEJ8Z,Martin-Duffy,2016.0,3.0,,45.016
U7RGEJ8Z,Martin-Duffy,2016.0,4.0,,41.6647
XIZN5M3,"Turner, Peters and Smith",2015.0,1.0,,
XIZN5M3,"Turner, Peters and Smith",2015.0,2.0,,
XIZN5M3,"Turner, Peters and Smith",2015.0,3.0,,
XIZN5M3,"Turner, Peters and Smith",2015.0,4.0,,
XIZN5M3,"Turner, Peters and Smith",2016.0,1.0,,48.97
XIZN5M3,"Turner, Peters and Smith",2016.0,2.0,,50.36
XIZN5M3,"Turner, Peters and Smith",2016.0,3.0,,
XIZN5M3,"Turner, Peters and Smith",2016.0,4.0,,
4NK564MJ,Huerta-Brooks,2015.0,1.0,,
4NK564MJ,Huerta-Brooks,2015.0,2.0,,
4NK564MJ,Huerta-Brooks,2015.0,3.0,,
4NK564MJ,Huerta-Brooks,2015.0,4.0,,
4NK564MJ,Huerta-Brooks,2016.0,1.0,,
4NK564MJ,Huerta-Brooks,2016.0,2.0,,28.44
U86GACT09,Rasmussen PLC,2015.0,1.0,,
U86GACT09,Rasmussen PLC,2015.0,2.0,,
U86GACT09,Rasmussen PLC,2015.0,3.0,,
U86GACT09,Rasmussen PLC,2015.0,4.0,,
U86GACT09,Rasmussen PLC,2016.0,1.0,,
U86GACT09,Rasmussen PLC,2016.0,2.0,,
U86GACT09,Rasmussen PLC,2016.0,3.0,,
U86GACT09,Rasmussen PLC,2016.0,4.0,,21.55
450I5Y435,"Stephenson, Wilson and Sanchez",2015.0,1.0,,
450I5Y435,"Stephenson, Wilson and Sanchez",2015.0,2.0,,
450I5Y435,"Stephenson, Wilson and Sanchez",2015.0,3.0,,
450I5Y435,"Stephenson, Wilson and Sanchez",2015.0,4.0,,
450I5Y435,"Stephenson, Wilson and Sanchez",2016.0,1.0,,
450I5Y435,"Stephenson, Wilson and Sanchez",2016.0,2.0,,
450I5Y435,"Stephenson, Wilson and Sanchez",2016.0,3.0,,
450I5Y435,"Stephenson, Wilson and Sanchez",2016.0,4.0,,
2ASPIPA,"Johnson, Ortiz and Spence",2015.0,1.0,,
2ASPIPA,"Johnson, Ortiz and Spence",2015.0,2.0,,
2ASPIPA,"Johnson, Ortiz and Spence",2015.0,3.0,,
2ASPIPA,"Johnson, Ortiz and Spence",2015.0,4.0,,
2ASPIPA,"Johnson, Ortiz and Spence",2016.0,1.0,,
2ASPIPA,"Johnson, Ortiz and Spence",2016.0,2.0,,
2ASPIPA,"Johnson, Ortiz and Spence",2016.0,3.0,,
2ASPIPA,"Johnson, Ortiz and Spence",2016.0,4.0,,
I8QGNHJQ,Kelly-Williams,2015.0,1.0,,
I8QGNHJQ,Kelly-Williams,2015.0,2.0,,
I8QGNHJQ,Kelly-Williams,2015.0,3.0,,
I8QGNHJQ,Kelly-Williams,2015.0,4.0,,
I8QGNHJQ,Kelly-Williams,2016.0,1.0,,
I8QGNHJQ,Kelly-Williams,2016.0,2.0,,
I8QGNHJQ,Kelly-Williams,2016.0,3.0,,
I8QGNHJQ,Kelly-Williams,2016.0,4.0,,
8EKLB8HH,Edwards Group,2015.0,1.0,0.09,12.09
8EKLB8HH,Edwards Group,2015.0,2.0,0.32,13.498
8EKLB8HH,Edwards Group,2015.0,3.0,0.45,14.84
8EKLB8HH,Edwards Group,2015.0,4.0,0.58,15.65
8EKLB8HH,Edwards Group,2016.0,1.0,0.74,17.56
8EKLB8HH,Edwards Group,2016.0,2.0,0.78,16.02
8EKLB8HH,Edwards Group,2016.0,3.0,0.84,15.6
8EKLB8HH,Edwards Group,2016.0,4.0,1.9,16.4
9GXT18HL,Burch-Lowe,2015.0,1.0,2.42,
9GXT18HL,Burch-Lowe,2015.0,2.0,2.13,5.21
9GXT18HL,Burch-Lowe,2015.0,3.0,0.44,5.11
9GXT18HL,Burch-Lowe,2015.0,4.0,0.1,
9GXT18HL,Burch-Lowe,2016.0,1.0,-0.02,3.0
9GXT18HL,Burch-Lowe,2016.0,2.0,0.02,
9GXT18HL,Burch-Lowe,2016.0,3.0,0.11,4.6
9GXT18HL,Burch-Lowe,2016.0,4.0,0.09,4.6
8RZNBEDG,Chapman-Thompson,2015.0,1.0,0.74,11.69
8RZNBEDG,Chapman-Thompson,2015.0,2.0,0.75,11.51
8RZNBEDG,Chapman-Thompson,2015.0,3.0,0.73,11.39
8RZNBEDG,Chapman-Thompson,2015.0,4.0,0.79,11.13
8RZNBEDG,Chapman-Thompson,2016.0,1.0,0.81,12.18
8RZNBEDG,Chapman-Thompson,2016.0,2.0,0.76,11.67
8RZNBEDG,Chapman-Thompson,2016.0,3.0,0.65,11.37
8RZNBEDG,Chapman-Thompson,2016.0,4.0,0.64,13.5
ZKX8W0S,Hudson and Sons,2015.0,1.0,1.62,21.27
ZKX8W0S,Hudson and Sons,2015.0,2.0,1.63,25.24
ZKX8W0S,Hudson and Sons,2015.0,3.0,1.63,25.79
ZKX8W0S,Hudson and Sons,2015.0,4.0,1.79,25.98
ZKX8W0S,Hudson and Sons,2016.0,1.0,1.85,26.81
ZKX8W0S,Hudson and Sons,2016.0,2.0,2.01,27.47
ZKX8W0S,Hudson and Sons,2016.0,3.0,2.21,28.0
ZKX8W0S,Hudson and Sons,2016.0,4.0,2.25,38.61
37WD9TSKP,"Stephens, Davenport and Hughes",2015.0,1.0,,
37WD9TSKP,"Stephens, Davenport and Hughes",2015.0,2.0,,
37WD9TSKP,"Stephens, Davenport and Hughes",2015.0,3.0,,
37WD9TSKP,"Stephens, Davenport and Hughes",2015.0,4.0,,
37WD9TSKP,"Stephens, Davenport and Hughes",2016.0,1.0,,
37WD9TSKP,"Stephens, Davenport and Hughes",2016.0,2.0,,
37WD9TSKP,"Stephens, Davenport and Hughes",2016.0,3.0,,
37WD9TSKP,"Stephens, Davenport and Hughes",2016.0,4.0,,
K7AD2OV,"Clark, Johnson and Phillips",2015.0,1.0,-1.56,15.53
K7AD2OV,"Clark, Johnson and Phillips",2015.0,2.0,0.09,14.32
K7AD2OV,"Clark, Johnson and Phillips",2015.0,3.0,-1.02,12.24
K7AD2OV,"Clark, Johnson and Phillips",2015.0,4.0,0.74,12.39
K7AD2OV,"Clark, Johnson and Phillips",2016.0,1.0,-0.68,12.18
K7AD2OV,"Clark, Johnson and Phillips",2016.0,2.0,-1.84,13.69
K7AD2OV,"Clark, Johnson and Phillips",2016.0,3.0,0.49,15.23
K7AD2OV,"Clark, Johnson and Phillips",2016.0,4.0,1.98,14.6
5DHYKS6,Ryan and Sons,2015.0,1.0,,
5DHYKS6,Ryan and Sons,2015.0,2.0,,
5DHYKS6,Ryan and Sons,2015.0,3.0,,
5DHYKS6,Ryan and Sons,2015.0,4.0,,
5DHYKS6,Ryan and Sons,2016.0,1.0,,
5DHYKS6,Ryan and Sons,2016.0,2.0,,
5DHYKS6,Ryan and Sons,2016.0,3.0,,
5DHYKS6,Ryan and Sons,2016.0,4.0,,
YSYSO8C,Marquez-Wheeler,2015.0,1.0,,
YSYSO8C,Marquez-Wheeler,2015.0,2.0,,
YSYSO8C,Marquez-Wheeler,2015.0,3.0,,
YSYSO8C,Marquez-Wheeler,2015.0,4.0,,
YSYSO8C,Marquez-Wheeler,2016.0,1.0,,
YSYSO8C,Marquez-Wheeler,2016.0,2.0,,
YSYSO8C,Marquez-Wheeler,2016.0,3.0,,
YSYSO8C,Marquez-Wheeler,2016.0,4.0,,17.07
L9F6CIAO,Crane-Grant,2015.0,1.0,,
L9F6CIAO,Crane-Grant,2015.0,2.0,,
L9F6CIAO,Crane-Grant,2015.0,3.0,,
L9F6CIAO,Crane-Grant,2015.0,4.0,,
L9F6CIAO,Crane-Grant,2016.0,1.0,,
L9F6CIAO,Crane-Grant,2016.0,2.0,,
L9F6CIAO,Crane-Grant,2016.0,3.0,,
L9F6CIAO,Crane-Grant,2016.0,4.0,,
YZ6MM8SRK,Fletcher-Kennedy,2015.0,1.0,,
YZ6MM8SRK,Fletcher-Kennedy,2015.0,2.0,,57.97
KTMXK2W,"Rodriguez, Drake and Armstrong",2015.0,1.0,,
KTMXK2W,"Rodriguez, Drake and Armstrong",2015.0,2.0,,
KTMXK2W,"Rodriguez, Drake and Armstrong",2015.0,3.0,,
KTMXK2W,"Rodriguez, Drake and Armstrong",2015.0,4.0,,
KTMXK2W,"Rodriguez, Drake and Armstrong",2016.0,1.0,,
KTMXK2W,"Rodriguez, Drake and Armstrong",2016.0,2.0,,
KTMXK2W,"Rodriguez, Drake and Armstrong",2016.0,3.0,,
KTMXK2W,"Rodriguez, Drake and Armstrong",2016.0,4.0,,
YQM4RMUW2,West-Navarro,2015.0,1.0,,
YQM4RMUW2,West-Navarro,2015.0,2.0,,
YQM4RMUW2,West-Navarro,2015.0,3.0,,
YQM4RMUW2,West-Navarro,2015.0,4.0,,
YQM4RMUW2,West-Navarro,2016.0,1.0,,
YQM4RMUW2,West-Navarro,2016.0,2.0,,
YQM4RMUW2,West-Navarro,2016.0,3.0,,
YQM4RMUW2,West-Navarro,2016.0,4.0,,
E76I7MP,Woods-Houston,2015.0,1.0,1.4,26.21
E76I7MP,Woods-Houston,2015.0,2.0,1.36,22.85
E76I7MP,Woods-Houston,2015.0,3.0,1.32,18.36
E76I7MP,Woods-Houston,2015.0,4.0,1.26,15.61
E76I7MP,Woods-Houston,2016.0,1.0,1.21,14.44
E76I7MP,Woods-Houston,2016.0,2.0,3.18,15.9
E76I7MP,Woods-Houston,2016.0,3.0,2.74,17.17
E76I7MP,Woods-Houston,2016.0,4.0,2.6,18.17
ACBHO7V2K,Ortiz-Gentry,2015.0,1.0,0.9,56.01
ACBHO7V2K,Ortiz-Gentry,2015.0,2.0,1.2,78.61
ACBHO7V2K,Ortiz-Gentry,2015.0,3.0,1.73,93.03
ACBHO7V2K,Ortiz-Gentry,2015.0,4.0,4.09,89.28
ACBHO7V2K,Ortiz-Gentry,2016.0,1.0,4.12,97.78
ACBHO7V2K,Ortiz-Gentry,2016.0,2.0,4.3,88.33
ACBHO7V2K,Ortiz-Gentry,2016.0,3.0,4.28,96.91
ACBHO7V2K,Ortiz-Gentry,2016.0,4.0,2.44,101.35
6X9POOK18,Cox-York,2015.0,1.0,,
6X9POOK18,Cox-York,2015.0,2.0,,
6X9POOK18,Cox-York,2015.0,3.0,,
6X9POOK18,Cox-York,2015.0,4.0,,
6X9POOK18,Cox-York,2016.0,1.0,,
6X9POOK18,Cox-York,2016.0,2.0,,
6X9POOK18,Cox-York,2016.0,3.0,,
6X9POOK18,Cox-York,2016.0,4.0,,
QQLPMFT,Anderson-Johnson,2015.0,1.0,,
QQLPMFT,Anderson-Johnson,2015.0,2.0,,
QQLPMFT,Anderson-Johnson,2015.0,3.0,,
QQLPMFT,Anderson-Johnson,2015.0,4.0,,
QQLPMFT,Anderson-Johnson,2016.0,1.0,,
QQLPMFT,Anderson-Johnson,2016.0,2.0,,
QQLPMFT,Anderson-Johnson,2016.0,3.0,,
QQLPMFT,Anderson-Johnson,2016.0,4.0,,
R6X0EIV,Rivera-Ford,2015.0,1.0,,
R6X0EIV,Rivera-Ford,2015.0,2.0,,
R6X0EIV,Rivera-Ford,2015.0,3.0,,
R6X0EIV,Rivera-Ford,2015.0,4.0,,
R6X0EIV,Rivera-Ford,2016.0,1.0,,17.4101
R6X0EIV,Rivera-Ford,2016.0,2.0,,16.5901
R6X0EIV,Rivera-Ford,2016.0,3.0,,
R6X0EIV,Rivera-Ford,2016.0,4.0,,
4K2Q73YS,Garcia Group,2015.0,1.0,,
4K2Q73YS,Garcia Group,2015.0,2.0,,
4K2Q73YS,Garcia Group,2015.0,3.0,,
4K2Q73YS,Garcia Group,2015.0,4.0,,
4K2Q73YS,Garcia Group,2016.0,1.0,,16.1247
4K2Q73YS,Garcia Group,2016.0,2.0,,17.5699
4K2Q73YS,Garcia Group,2016.0,3.0,,
4K2Q73YS,Garcia Group,2016.0,4.0,,
46OLP3Y,"Holmes, Cantu and Duke",2015.0,1.0,,
46OLP3Y,"Holmes, Cantu and Duke",2015.0,2.0,,
46OLP3Y,"Holmes, Cantu and Duke",2015.0,3.0,,
46OLP3Y,"Holmes, Cantu and Duke",2015.0,4.0,,
46OLP3Y,"Holmes, Cantu and Duke",2016.0,1.0,,16.45
46OLP3Y,"Holmes, Cantu and Duke",2016.0,2.0,,16.52
46OLP3Y,"Holmes, Cantu and Duke",2016.0,3.0,,
46OLP3Y,"Holmes, Cantu and Duke",2016.0,4.0,,
YIH428915,"Williams, Price and Burnett",2015.0,1.0,,
YIH428915,"Williams, Price and Burnett",2015.0,2.0,,
YIH428915,"Williams, Price and Burnett",2015.0,3.0,,
YIH428915,"Williams, Price and Burnett",2015.0,4.0,,
YIH428915,"Williams, Price and Burnett",2016.0,1.0,,25.4788
YIH428915,"Williams, Price and Burnett",2016.0,2.0,,24.93
YIH428915,"Williams, Price and Burnett",2016.0,3.0,,
YIH428915,"Williams, Price and Burnett",2016.0,4.0,,
MUVC0QD,Cochran-Carter,2015.0,1.0,,
MUVC0QD,Cochran-Carter,2015.0,2.0,,
MUVC0QD,Cochran-Carter,2015.0,3.0,,
MUVC0QD,Cochran-Carter,2015.0,4.0,,
MUVC0QD,Cochran-Carter,2016.0,1.0,,31.24
MUVC0QD,Cochran-Carter,2016.0,2.0,,30.2641
MUVC0QD,Cochran-Carter,2016.0,3.0,,
MUVC0QD,Cochran-Carter,2016.0,4.0,,
SJH99JR,"Knight, Rodgers and Crawford",2015.0,1.0,,
SJH99JR,"Knight, Rodgers and Crawford",2015.0,2.0,,
SJH99JR,"Knight, Rodgers and Crawford",2015.0,3.0,,
SJH99JR,"Knight, Rodgers and Crawford",2015.0,4.0,,
SJH99JR,"Knight, Rodgers and Crawford",2016.0,1.0,,17.61
SJH99JR,"Knight, Rodgers and Crawford",2016.0,2.0,,17.92
SJH99JR,"Knight, Rodgers and Crawford",2016.0,3.0,,
SJH99JR,"Knight, Rodgers and Crawford",2016.0,4.0,,
EUDA1GAK,"Barr, Smith and Wilson",2015.0,1.0,,
EUDA1GAK,"Barr, Smith and Wilson",2015.0,2.0,,
EUDA1GAK,"Barr, Smith and Wilson",2015.0,3.0,,
EUDA1GAK,"Barr, Smith and Wilson",2015.0,4.0,,
EUDA1GAK,"Barr, Smith and Wilson",2016.0,1.0,,28.69
EUDA1GAK,"Barr, Smith and Wilson",2016.0,2.0,,27.9
EUDA1GAK,"Barr, Smith and Wilson",2016.0,3.0,,
EUDA1GAK,"Barr, Smith and Wilson",2016.0,4.0,,
OJBFYXP,"Perez, Long and Campbell",2015.0,1.0,,
OJBFYXP,"Perez, Long and Campbell",2015.0,2.0,,
OJBFYXP,"Perez, Long and Campbell",2015.0,3.0,,
OJBFYXP,"Perez, Long and Campbell",2015.0,4.0,,
OJBFYXP,"Perez, Long and Campbell",2016.0,1.0,,
OJBFYXP,"Perez, Long and Campbell",2016.0,2.0,,
OJBFYXP,"Perez, Long and Campbell",2016.0,3.0,,
OJBFYXP,"Perez, Long and Campbell",2016.0,4.0,,
9HZA7ZHP,"Richardson, Jackson and Nicholson",2015.0,1.0,,
